********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,Frequency,See Legend,C,Flag Code,%,Flag Code,mb,Flag Code,m/s,Flag Code,m/s,Flag Code,time, degrees,Flag Code,sd,Flag Code,millimoles/m2, Flag Code,mm,Flag Code
tjrtlmet,P,02/06/2023 20:45,0,0,15,,11.9,<0> ,65,<0> ,1021,<0> ,0.7,<0> ,2.0,<0> ,20:40,37,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 21:00,0,0,15,,11.7,<0> ,68,<0> ,1021,<0> ,0.4,<0> ,1.2,<0> ,20:45,24,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 21:15,0,0,15,,11.6,<0> ,67,<0> ,1021,<0> ,0.2,<0> ,1.1,<0> ,21:10,50,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 21:30,0,0,15,,11.8,<0> ,66,<0> ,1021,<0> ,0.1,<0> ,0.7,<0> ,21:27,50,<0> ,21,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 21:45,0,0,15,,11.4,<0> ,69,<0> ,1022,<0> ,0.2,<0> ,0.6,<0> ,21:37,29,<0> ,19,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 22:00,0,0,15,,11.1,<0> ,70,<0> ,1022,<0> ,0.4,<0> ,0.8,<0> ,21:46,60,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 22:15,0,0,15,,9.3,<0> ,73,<0> ,1022,<0> ,0.2,<0> ,0.8,<0> ,22:04,185,<0> ,31,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 22:30,0,0,15,,8.7,<0> ,79,<0> ,1022,<0> ,0.2,<0> ,0.8,<0> ,22:28,67,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 22:45,0,0,15,,8.8,<0> ,75,<0> ,1022,<0> ,0.6,<0> ,1.2,<0> ,22:41,58,<0> ,28,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 23:00,0,0,15,,8.6,<0> ,75,<0> ,1022,<0> ,0.4,<0> ,1.1,<0> ,22:59,355,<0> ,47,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 23:15,0,0,15,,8.9,<0> ,73,<0> ,1022,<0> ,1.2,<0> ,1.6,<0> ,23:09,44,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 23:30,0,0,15,,8.5,<0> ,75,<0> ,1022,<0> ,1.2,<0> ,1.7,<0> ,23:20,33,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/06/2023 23:45,0,0,15,,8.2,<0> ,77,<0> ,1022,<0> ,1.1,<0> ,1.7,<0> ,23:37,35,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 00:00,0,0,15,,8.1,<0> ,79,<0> ,1022,<0> ,1.0,<0> ,1.6,<0> ,23:48,36,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 00:15,0,0,15,,7.9,<0> ,79,<0> ,1022,<0> ,1.0,<0> ,1.5,<0> ,00:07,37,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 00:30,0,0,15,,7.7,<0> ,80,<0> ,1022,<0> ,0.8,<0> ,1.5,<0> ,00:16,41,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 00:45,0,0,15,,7.7,<0> ,80,<0> ,1022,<0> ,1.0,<0> ,1.8,<0> ,00:41,44,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 01:00,0,0,15,,7.6,<0> ,81,<0> ,1022,<0> ,1.3,<0> ,2.3,<0> ,00:56,53,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 01:15,0,0,15,,8.5,<0> ,78,<0> ,1022,<0> ,1.6,<0> ,2.8,<0> ,01:04,73,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 01:30,0,0,15,,8.6,<0> ,77,<0> ,1022,<0> ,1.2,<0> ,2.3,<0> ,01:24,63,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 01:45,0,0,15,,7.9,<0> ,79,<0> ,1022,<0> ,0.6,<0> ,1.5,<0> ,01:30,49,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 02:00,0,0,15,,7.2,<0> ,81,<0> ,1022,<0> ,0.9,<0> ,1.9,<0> ,01:55,34,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 02:15,0,0,15,,7.1,<0> ,81,<0> ,1022,<0> ,1.2,<0> ,2.5,<0> ,02:15,43,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 02:30,0,0,15,,7.3,<0> ,78,<0> ,1022,<0> ,1.3,<0> ,3.3,<0> ,02:15,50,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 02:45,0,0,15,,7.1,<0> ,77,<0> ,1022,<0> ,1.2,<0> ,2.3,<0> ,02:31,57,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 03:00,0,0,15,,6.8,<0> ,77,<0> ,1022,<0> ,1.0,<0> ,2.0,<0> ,02:56,38,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 03:15,0,0,15,,6.8,<0> ,77,<0> ,1022,<0> ,1.2,<0> ,2.2,<0> ,03:04,70,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 03:30,0,0,15,,6.9,<0> ,76,<0> ,1022,<0> ,1.0,<0> ,2.1,<0> ,03:15,68,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 03:45,0,0,15,,6.8,<0> ,76,<0> ,1022,<0> ,1.1,<0> ,2.0,<0> ,03:34,54,<0> ,19,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 04:00,0,0,15,,7.1,<0> ,75,<0> ,1022,<0> ,0.8,<0> ,2.5,<0> ,03:48,63,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 04:15,0,0,15,,7.1,<0> ,75,<0> ,1022,<0> ,0.9,<0> ,1.9,<0> ,04:02,53,<0> ,21,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 04:30,0,0,15,,6.6,<0> ,77,<0> ,1022,<0> ,1.3,<0> ,2.1,<0> ,04:20,42,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 04:45,0,0,15,,6.0,<0> ,80,<0> ,1022,<0> ,0.9,<0> ,1.5,<0> ,04:36,52,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 05:00,0,0,15,,5.9,<0> ,80,<0> ,1022,<0> ,1.3,<0> ,2.3,<0> ,04:55,44,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 05:15,0,0,15,,5.3,<0> ,80,<0> ,1022,<0> ,1.5,<0> ,2.5,<0> ,05:12,31,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 05:30,0,0,15,,5.5,<0> ,77,<0> ,1022,<0> ,1.4,<0> ,2.7,<0> ,05:17,49,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 05:45,0,0,15,,5.7,<0> ,75,<0> ,1023,<0> ,1.6,<0> ,3.2,<0> ,05:38,37,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 06:00,0,0,15,,5.6,<0> ,75,<0> ,1023,<0> ,1.1,<0> ,1.9,<0> ,05:56,37,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 06:15,0,0,15,,5.9,<0> ,75,<0> ,1023,<0> ,1.0,<0> ,2.1,<0> ,06:00,51,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 06:30,0,0,15,,6.0,<0> ,75,<0> ,1023,<0> ,1.3,<0> ,2.6,<0> ,06:28,55,<0> ,16,<0> ,0.8,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 06:45,0,0,15,,6.6,<0> ,73,<0> ,1023,<0> ,1.8,<0> ,3.2,<0> ,06:39,73,<0> ,12,<0> ,10.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 07:00,0,0,15,,7.1,<0> ,70,<0> ,1024,<0> ,1.4,<0> ,3.3,<0> ,06:46,49,<0> ,18,<0> ,41.4,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 07:15,0,0,15,,6.4,<0> ,74,<0> ,1024,<0> ,1.1,<0> ,2.0,<0> ,07:14,46,<0> ,9,<0> ,101.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 07:30,0,0,15,,6.7,<0> ,73,<0> ,1024,<0> ,1.0,<0> ,1.8,<0> ,07:17,49,<0> ,13,<0> ,173.2,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 07:45,0,0,15,,7.3,<0> ,72,<0> ,1024,<0> ,1.0,<0> ,1.8,<0> ,07:36,47,<0> ,15,<0> ,250.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 08:00,0,0,15,,8.1,<0> ,68,<0> ,1024,<0> ,1.2,<0> ,2.3,<0> ,07:57,43,<0> ,12,<0> ,333.6,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 08:15,0,0,15,,8.9,<0> ,64,<0> ,1024,<0> ,1.4,<0> ,2.3,<0> ,08:04,41,<0> ,12,<0> ,418.2,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 08:30,0,0,15,,10.3,<0> ,60,<0> ,1024,<0> ,1.3,<0> ,2.4,<0> ,08:18,47,<0> ,16,<0> ,500.3,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 08:45,0,0,15,,11.7,<0> ,56,<0> ,1024,<0> ,1.3,<0> ,2.4,<0> ,08:39,45,<0> ,15,<0> ,582.2,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 09:00,0,0,15,,13.2,<0> ,52,<0> ,1024,<0> ,1.1,<0> ,1.9,<0> ,08:47,48,<0> ,18,<0> ,660.4,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 09:15,0,0,15,,14.5,<0> ,49,<0> ,1024,<0> ,0.9,<0> ,1.9,<0> ,09:10,39,<0> ,20,<0> ,734.6,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 09:30,0,0,15,,15.3,<0> ,44,<0> ,1024,<0> ,1.2,<0> ,2.2,<0> ,09:17,46,<0> ,24,<0> ,805.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 09:45,0,0,15,,16.9,<0> ,39,<0> ,1024,<0> ,1.0,<0> ,2.0,<0> ,09:42,59,<0> ,29,<0> ,869.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 10:00,0,0,15,,17.6,<0> ,37,<0> ,1024,<0> ,1.1,<0> ,2.0,<0> ,09:50,47,<0> ,24,<0> ,928.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 10:15,0,0,15,,18.0,<0> ,37,<0> ,1024,<0> ,1.1,<0> ,2.1,<0> ,10:11,25,<0> ,27,<0> ,977.3,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 10:30,0,0,15,,18.4,<0> ,36,<0> ,1024,<0> ,0.9,<0> ,1.9,<0> ,10:15,29,<0> ,30,<0> ,1024.9,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 10:45,0,0,15,,19.2,<0> ,33,<0> ,1024,<0> ,0.8,<0> ,1.8,<0> ,10:43,10,<0> ,44,<0> ,1070.9,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 11:00,0,0,15,,19.7,<0> ,35,<0> ,1024,<0> ,1.5,<0> ,3.7,<0> ,10:49,311,<0> ,35,<0> ,1100.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 11:15,0,0,15,,19.6,<0> ,38,<0> ,1024,<0> ,2.4,<0> ,4.2,<0> ,11:14,301,<0> ,14,<0> ,1133.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 11:30,0,0,15,,19.1,<0> ,37,<0> ,1024,<0> ,2.5,<0> ,3.9,<0> ,11:16,306,<0> ,15,<0> ,1170.3,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 11:45,0,0,15,,19.2,<0> ,36,<0> ,1024,<0> ,2.5,<0> ,3.7,<0> ,11:34,307,<0> ,15,<0> ,1190.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 12:00,0,0,15,,18.8,<0> ,37,<0> ,1023,<0> ,2.8,<0> ,4.1,<0> ,11:48,312,<0> ,15,<0> ,1203.3,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 12:15,0,0,15,,18.0,<0> ,53,<0> ,1023,<0> ,2.8,<0> ,4.3,<0> ,12:14,292,<0> ,15,<0> ,1209.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 12:30,0,0,15,,17.6,<0> ,47,<0> ,1023,<0> ,3.1,<0> ,4.4,<0> ,12:21,285,<0> ,13,<0> ,1202.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 12:45,0,0,15,,17.6,<0> ,49,<0> ,1023,<0> ,2.9,<0> ,4.6,<0> ,12:41,288,<0> ,14,<0> ,1193.4,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 13:00,0,0,15,,17.5,<0> ,55,<0> ,1023,<0> ,2.6,<0> ,4.6,<0> ,12:50,288,<0> ,17,<0> ,1179.7,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 13:15,0,0,15,,17.3,<0> ,60,<0> ,1023,<0> ,2.7,<0> ,4.8,<0> ,13:10,285,<0> ,16,<0> ,1155.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 13:30,0,0,15,,17.4,<0> ,66,<0> ,1022,<0> ,3.5,<0> ,5.8,<0> ,13:22,294,<0> ,17,<0> ,1122.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 13:45,0,0,15,,17.0,<0> ,69,<0> ,1022,<0> ,3.8,<0> ,5.7,<0> ,13:43,297,<0> ,15,<0> ,1082.8,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 14:00,0,0,15,,16.6,<0> ,66,<0> ,1022,<0> ,3.6,<0> ,5.1,<0> ,13:58,297,<0> ,15,<0> ,1035.8,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 14:15,0,0,15,,16.9,<0> ,66,<0> ,1022,<0> ,3.4,<0> ,5.0,<0> ,14:03,303,<0> ,15,<0> ,982.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 14:30,0,0,15,,16.8,<0> ,67,<0> ,1022,<0> ,3.4,<0> ,5.8,<0> ,14:22,304,<0> ,14,<0> ,923.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 14:45,0,0,15,,17.0,<0> ,66,<0> ,1022,<0> ,2.7,<0> ,4.4,<0> ,14:30,299,<0> ,16,<0> ,858.9,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 15:00,0,0,15,,16.7,<0> ,65,<0> ,1022,<0> ,2.7,<0> ,4.5,<0> ,14:50,297,<0> ,15,<0> ,789.9,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 15:15,0,0,15,,16.9,<0> ,61,<0> ,1022,<0> ,2.2,<0> ,4.3,<0> ,15:00,297,<0> ,17,<0> ,716.2,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 15:30,0,0,15,,16.8,<0> ,58,<0> ,1022,<0> ,1.8,<0> ,3.7,<0> ,15:15,292,<0> ,21,<0> ,639.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 15:45,0,0,15,,16.5,<0> ,55,<0> ,1022,<0> ,1.6,<0> ,3.4,<0> ,15:32,285,<0> ,19,<0> ,558.1,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 16:00,0,0,15,,16.3,<0> ,57,<0> ,1022,<0> ,1.4,<0> ,2.3,<0> ,15:48,269,<0> ,17,<0> ,472.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 16:15,0,0,15,,16.1,<0> ,61,<0> ,1022,<0> ,1.2,<0> ,2.4,<0> ,16:10,277,<0> ,17,<0> ,387.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 16:30,0,0,15,,15.9,<0> ,64,<0> ,1022,<0> ,1.2,<0> ,2.0,<0> ,16:25,291,<0> ,24,<0> ,301.7,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 16:45,0,0,15,,15.8,<0> ,63,<0> ,1022,<0> ,1.0,<0> ,1.8,<0> ,16:41,255,<0> ,16,<0> ,216.9,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 17:00,0,0,15,,15.3,<0> ,66,<0> ,1022,<0> ,1.5,<0> ,2.7,<0> ,16:59,290,<0> ,12,<0> ,137.4,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 17:15,0,0,15,,14.6,<0> ,72,<0> ,1022,<0> ,1.7,<0> ,2.7,<0> ,17:08,299,<0> ,14,<0> ,67.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 17:30,0,0,15,,13.9,<0> ,77,<0> ,1022,<0> ,1.7,<0> ,2.9,<0> ,17:21,311,<0> ,11,<0> ,19.5,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 17:45,0,0,15,,13.2,<0> ,79,<0> ,1022,<0> ,1.3,<0> ,2.5,<0> ,17:36,319,<0> ,16,<0> ,2.7,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 18:00,0,0,15,,13.3,<0> ,77,<0> ,1022,<0> ,0.9,<0> ,2.6,<0> ,17:47,334,<0> ,23,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 18:15,0,0,15,,13.4,<0> ,75,<0> ,1022,<0> ,0.4,<0> ,1.4,<0> ,18:03,348,<0> ,19,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 18:30,0,0,15,,12.9,<0> ,75,<0> ,1022,<0> ,0.4,<0> ,1.2,<0> ,18:24,66,<0> ,55,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 18:45,0,0,15,,11.4,<0> ,80,<0> ,1022,<0> ,0.3,<0> ,1.2,<0> ,18:30,76,<0> ,63,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 19:00,0,0,15,,11.3,<0> ,82,<0> ,1022,<0> ,0.2,<0> ,0.8,<0> ,18:56,104,<0> ,19,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 19:15,0,0,15,,10.2,<0> ,81,<0> ,1022,<0> ,0.1,<0> ,0.6,<0> ,19:01,156,<0> ,33,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 19:30,0,0,15,,9.3,<0> ,86,<0> ,1022,<0> ,0.7,<0> ,1.6,<0> ,19:22,90,<0> ,51,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 19:45,0,0,15,,10.6,<0> ,83,<0> ,1023,<0> ,0.2,<0> ,1.2,<0> ,19:30,344,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 20:00,0,0,15,,9.4,<0> ,82,<0> ,1023,<0> ,0.4,<0> ,1.1,<0> ,19:48,117,<0> ,27,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 20:15,0,0,15,,9.7,<0> ,86,<0> ,1023,<0> ,0.5,<0> ,1.0,<0> ,20:10,89,<0> ,30,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 20:30,0,0,15,,9.7,<0> ,84,<0> ,1023,<0> ,0.3,<0> ,0.7,<0> ,20:27,40,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 20:45,0,0,15,,10.5,<0> ,81,<0> ,1023,<0> ,0.7,<0> ,1.4,<0> ,20:44,44,<0> ,22,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 21:00,0,0,15,,10.7,<0> ,80,<0> ,1023,<0> ,0.8,<0> ,1.6,<0> ,20:57,72,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 21:15,0,0,15,,10.6,<0> ,80,<0> ,1023,<0> ,0.7,<0> ,1.3,<0> ,21:14,52,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 21:30,0,0,15,,10.3,<0> ,79,<0> ,1023,<0> ,0.8,<0> ,1.4,<0> ,21:20,59,<0> ,25,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 21:45,0,0,15,,10.0,<0> ,81,<0> ,1023,<0> ,0.9,<0> ,1.7,<0> ,21:35,76,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 22:00,0,0,15,,10.0,<0> ,79,<0> ,1023,<0> ,0.8,<0> ,1.7,<0> ,21:58,51,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 22:15,0,0,15,,10.4,<0> ,75,<0> ,1023,<0> ,1.2,<0> ,2.0,<0> ,22:10,66,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 22:30,0,0,15,,10.2,<0> ,73,<0> ,1023,<0> ,1.2,<0> ,2.0,<0> ,22:26,73,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 22:45,0,0,15,,10.1,<0> ,71,<0> ,1023,<0> ,1.2,<0> ,2.4,<0> ,22:43,79,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 23:00,0,0,15,,10.3,<0> ,67,<0> ,1023,<0> ,1.5,<0> ,2.5,<0> ,22:53,81,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 23:15,0,0,15,,10.5,<0> ,64,<0> ,1023,<0> ,1.5,<0> ,2.5,<0> ,23:08,76,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 23:30,0,0,15,,10.5,<0> ,63,<0> ,1023,<0> ,1.6,<0> ,2.6,<0> ,23:16,71,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/07/2023 23:45,0,0,15,,10.2,<0> ,64,<0> ,1023,<0> ,1.1,<0> ,1.9,<0> ,23:31,70,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 00:00,0,0,15,,10.1,<0> ,64,<0> ,1023,<0> ,1.3,<0> ,2.4,<0> ,23:57,81,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 00:15,0,0,15,,9.8,<0> ,64,<0> ,1023,<0> ,0.8,<0> ,2.3,<0> ,00:01,98,<0> ,41,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 00:30,0,0,15,,9.9,<0> ,61,<0> ,1023,<0> ,1.0,<0> ,1.7,<0> ,00:15,69,<0> ,20,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 00:45,0,0,15,,9.5,<0> ,64,<0> ,1023,<0> ,0.7,<0> ,1.6,<0> ,00:43,45,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 01:00,0,0,15,,8.6,<0> ,68,<0> ,1023,<0> ,1.4,<0> ,2.1,<0> ,00:49,42,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 01:15,0,0,15,,8.0,<0> ,67,<0> ,1023,<0> ,1.3,<0> ,1.8,<0> ,01:01,43,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 01:30,0,0,15,,7.9,<0> ,67,<0> ,1022,<0> ,1.2,<0> ,2.0,<0> ,01:16,53,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 01:45,0,0,15,,8.1,<0> ,65,<0> ,1022,<0> ,0.9,<0> ,1.5,<0> ,01:41,48,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 02:00,0,0,15,,8.0,<0> ,65,<0> ,1022,<0> ,1.2,<0> ,2.0,<0> ,01:59,49,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 02:15,0,0,15,,8.2,<0> ,63,<0> ,1022,<0> ,1.0,<0> ,2.0,<0> ,02:01,42,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 02:30,0,0,15,,7.7,<0> ,65,<0> ,1022,<0> ,0.4,<0> ,1.4,<0> ,02:23,28,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 02:45,0,0,15,,7.6,<0> ,66,<0> ,1022,<0> ,1.3,<0> ,2.2,<0> ,02:34,45,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 03:00,0,0,15,,8.0,<0> ,62,<0> ,1022,<0> ,1.3,<0> ,2.1,<0> ,02:59,48,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 03:15,0,0,15,,7.6,<0> ,64,<0> ,1022,<0> ,1.3,<0> ,2.2,<0> ,03:04,45,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 03:30,0,0,15,,7.0,<0> ,67,<0> ,1022,<0> ,1.2,<0> ,2.0,<0> ,03:20,44,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 03:45,0,0,15,,6.8,<0> ,67,<0> ,1022,<0> ,1.1,<0> ,1.9,<0> ,03:32,55,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 04:00,0,0,15,,7.0,<0> ,66,<0> ,1022,<0> ,0.9,<0> ,1.4,<0> ,03:53,59,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 04:15,0,0,15,,7.4,<0> ,64,<0> ,1022,<0> ,1.0,<0> ,1.6,<0> ,04:15,52,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 04:30,0,0,15,,7.5,<0> ,63,<0> ,1022,<0> ,1.1,<0> ,1.7,<0> ,04:25,57,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,02/08/2023 04:45,0,0,15,,7.6,<0> ,63,<0> ,1022,<0> ,1.2,<0> ,2.3,<0> ,04:38,57,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
